"country","ADM0","ADM1","ADM2","decimalLatitude","decimalLongitude","locationRemarks","coordinateUncertaintyInMeters","Elevation","soilMoisture","materialSampleID","yearCollected","monthCollected","dayCollected","genus","species","scientific","susceptibility","nativeStatus","lifeStage","sex","occurrenceRemarks","individualCount","specimenDisposition","diagnosticLab","sampleType","testMethod","diseaseTested","BdDetected","BsalDetected","BdLoad","BsalLoad","fatal","basisOfRecord","eventRemarks","tmin","tmax","prec","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","collectorList","principalInvestigator","Sample_bcid","expeditionCode","projectId"
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0466_6167_6168",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0466_6167_6168","2014-2020",354
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0467_6169_6170",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0467_6169_6170","2014-2020",354
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0459_6153_6154",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0459_6153_6154","2014-2020",354
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0462_6159_6160",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0462_6159_6160","2014-2020",354
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0458_6151_6152",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0458_6151_6152","2014-2020",354
"Germany",NA,NA,NA,50.735368,6.294149,NA,100,NA,NA,"BsalGer0456_6147_6148",2018,10,24,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0456_6147_6148","2014-2020",354
"Germany",NA,NA,NA,50.266285,6.359241,NA,100,NA,NA,"BsalGer6092_SCHNEE_2019_3",2019,5,16,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer6092_SCHNEE_2019_3","2014-2020",354
"Germany",NA,NA,NA,50.266295,6.359251,NA,100,NA,NA,"BsalGer6102_SCHNEE_2019_13",2019,5,16,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer6102_SCHNEE_2019_13","2014-2020",354
"Germany",NA,NA,NA,50.225602,6.434867,NA,100,NA,NA,"BsalGer1799_WS_2018_31",2018,7,12,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer1799_WS_2018_31","2014-2020",354
"Germany",NA,NA,NA,50.756932,6.321338,NA,100,NA,NA,"BsalGer2909_LA12",2017,3,4,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2909_LA12","2014-2020",354
"Germany",NA,NA,NA,50.756932,6.321338,NA,100,NA,NA,"BsalGer2907_LA10",2017,3,4,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2907_LA10","2014-2020",354
"Germany",NA,NA,NA,50.756932,6.321338,NA,100,NA,NA,"BsalGer2908_LA11",2017,3,4,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2908_LA11","2014-2020",354
"Germany",NA,NA,NA,50.756932,6.321338,NA,100,NA,NA,"BsalGer2910_LA13",2017,3,4,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2910_LA13","2014-2020",354
"Germany",NA,NA,NA,51.437,7.257333,NA,100,NA,NA,"BsalGer3816_BO_2019_85_86",2019,3,1,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer3816_BO_2019_85_86","2014-2020",354
"Germany",NA,NA,NA,51.437,7.257333,NA,100,NA,NA,"BsalGer3815_BO_2019_82_83",2019,3,1,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer3815_BO_2019_82_83","2014-2020",354
"Germany",NA,NA,NA,51.437,7.257333,NA,100,NA,NA,"BsalGer3817_BO_2019_88_89",2019,3,1,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer3817_BO_2019_88_89","2014-2020",354
"Germany",NA,NA,NA,50.70277,6.417944,NA,100,NA,NA,"BsalGer2081_Dresbach_1",2014,9,1,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2081_Dresbach_1","2014-2020",354
"Germany",NA,NA,NA,51.049363,6.298195,NA,100,NA,NA,"BsalGer0484_Grant_2018_008",2018,7,11,"Lissotriton","vulgaris","Lissotriton vulgaris",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0484_Grant_2018_008","2014-2020",354
"Germany",NA,NA,NA,51.049363,6.298195,NA,100,NA,NA,"BsalGer0483_Grant_2018_007",2018,7,11,"Bombina","variegata","Bombina variegata",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0483_Grant_2018_007","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2957_18",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2957_18","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2950_11",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2950_11","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2949_10",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2949_10","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2948_9",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2948_9","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2955_16",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2955_16","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2956_17",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2956_17","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2954_15",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2954_15","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2953_14",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2953_14","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2952_13",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2952_13","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2958_19",2017,6,27,"Bufo","bufo","Bufo bufo",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2958_19","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2959_20",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2959_20","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2960_21",2017,6,27,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2960_21","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2961_22",2017,6,27,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2961_22","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2962_23",2017,6,27,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2962_23","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2963_24",2017,6,27,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2963_24","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2940_1",2017,6,27,"Rana","temporaria","Rana temporaria",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2940_1","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2947_8",2017,6,27,"Bufo","bufo","Bufo bufo",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2947_8","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2964_25a",2017,6,27,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2964_25a","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2965_25b",2017,6,27,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2965_25b","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2966_25c",2017,6,27,"Lissotriton","helveticus","Lissotriton helveticus",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2966_25c","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2951_12",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2951_12","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2941_2",2017,6,27,"Rana","temporaria","Rana temporaria",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2941_2","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2942_3",2017,6,27,"Rana","temporaria","Rana temporaria",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2942_3","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2943_4",2017,6,27,"Rana","temporaria","Rana temporaria",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2943_4","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2944_5",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2944_5","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2945_6",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2945_6","2014-2020",354
"Germany",NA,NA,NA,50.676448,6.198452,NA,100,NA,NA,"BsalGer2946_7",2017,6,27,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer2946_7","2014-2020",354
