dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
,Bsal Consortium Germany,Germany,Mönchengladbach ,,2019,51.177977,6.418822,100,Bsal Consortium Germany,BsalGer5845 - MGEW 2019 BM 007,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach ,,2019,51.177977,6.418822,100,Bsal Consortium Germany,BsalGer5846 - MGEW 2019 BM 008,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach ,,2019,51.177977,6.418822,100,Bsal Consortium Germany,BsalGer5847 - MGEW 2019 BM 009,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach ,,2019,51.177977,6.418822,100,Bsal Consortium Germany,BsalGer5848 - MGEW 2019 BM 010,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4851 - W2,Salamandra,salamandra,swabbing,Bsal,TRUE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,955,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4852 - W3,Salamandra,salamandra,swabbing,Bsal,TRUE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,66.7,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4855 - W6,Salamandra,salamandra,swabbing,Bsal,TRUE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,2000,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4850 - W1,Salamandra,salamandra,swabbing,Bsal,FALSE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,"
",Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4853 - W4,Salamandra,salamandra,swabbing,Bsal,FALSE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solingen,TRUE,2020,51.199496,7.104182,100,Bsal Consortium Germany,BsalGer4854 - W5,Salamandra,salamandra,swabbing,Bsal,FALSE,MaterialSample,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach,,2019,51.217208,6.471023,100,Bsal Consortium Germany,BsalGer6485 - 5761/5762,Lissotriton,vulgaris,swabbing,Bd+Bsal,FALSE,LivingSpecimen,FALSE,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach,,2019,51.217208,6.471023,100,Bsal Consortium Germany,BsalGer6486 - 5763/5764,Lissotriton,vulgaris,swabbing,Bd+Bsal,FALSE,LivingSpecimen,FALSE,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach,,2019,51.217208,6.471023,100,Bsal Consortium Germany,BsalGer6487 - 5765/5766,Lissotriton,vulgaris,swabbing,Bd+Bsal,FALSE,LivingSpecimen,FALSE,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Mönchengladbach,,2019,51.217208,6.471023,100,Bsal Consortium Germany,BsalGer6488 - 5767/5768,Lissotriton,vulgaris,swabbing,Bd+Bsal,FALSE,LivingSpecimen,FALSE,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4874 - 5901/5902,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4875 - 5903/5904,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4877 - 5907/5908,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4878 - 5909/5910,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4879 - 5911/5912,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4880 - 5913/5914,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4881 - 5915/5916,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4882 - 5917/5918,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4883 - 5919/5920,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4884 - 5921/5922,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4885 - 5923/5924,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4886 - 5925/5926,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4887 - 5927/5928,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Barmen,,2018,51.247764,7.168684,100,Bsal Consortium Germany,BsalGer4888 - 5929/5930,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Baulofsbruch/Junkernbusch,,2019,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4763 - 5453 5454,Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Baulofsbruch/Junkernbusch,,2019,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4764 - 5455 5456,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Baulofsbruch/Junkernbusch,,2019,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4765 - 5457 5458,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4766 - 5459/5460,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4767 - 5461/5462,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4768 - 5463/5464,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4769 - 5465/5466,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4770 - 5467/5468,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4771 - 5469/5470,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4772 - 5471/5472,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4773 - 5473/5474,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4774 - 5475/5476,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4775 - 5477/5478,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4776 - 5479/5480,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4777 - 5481/5482,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4778 - 5483/5484,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4779 - 5485/5486,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4780 - 5487/5488,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4781 - 5489/5490,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4782 - 5491/5492,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4783 - 5493/5494,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4784 - 5495/5496,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4785 - 5497/5498,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4786 - 5499/5500,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4787 - 163,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4788 - 164,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer4789 - 165,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer_2019-01,Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,not determined,Lötters et al. 2020,,4,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Baulofsbruch,TRUE,2019,51.313337,6.863047,100,Bsal Consortium Germany,BsalGer_2019-02,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,,,,,,,,"Ss, Lv, Rt",,,,,,,,,,mainly Ss,,,,,,,,,,,not determined,Lötters et al. 2020,,2,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4790 - 90,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4791 - 91,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4792 - 92,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4793 - 105,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4794 - 106,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4795 - 107,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4796 - 108,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4797 - 109,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4798 - 110,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Hösel,,2018,51.32174,6.858843,100,Bsal Consortium Germany,BsalGer4799 - 111,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Grevelsberg,,2019,51.323936,7.366966,100,Bsal Consortium Germany,BsalGer4335 - 3725/3726,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Velbert, Deilbach",TRUE,2018,51.337388,7.142683,100,Bsal Consortium Germany,BsalGer4858 - 5046/5047,Salamandra,salamandra,swabbing,Bsal,FALSE,DeadSpecimen,TRUE,,24,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
